Seq_id	Size	Description
1	4503487	CP045163.1
2	4605437	CP009836.1
3	4662886	CP009785.1
4	4659530	CP009723.1
5	4702289	CP000308.1
6	4596548	CP045158.1
7	4517345	CP000668.1
8	4528383	CP006762.1
9	4556337	CP009973.1
10	4563069	CP010293.1
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
6	-	3627565	3625739	1827
9	+	1699959	1701804	1846
9	+	1701805	1703625	1821
9	+	1703626	1705443	1818
10	+	3901982	3903783	1802
10	+	3900136	3901981	1846
10	+	3903784	3905620	1837
--------------------------------------------------------------------------------
Block #11
Seq_id	Strand	Start	End	Length
1	-	741808	740593	1216
2	-	2226323	2225108	1216
3	+	210924	212148	1225
3	+	209238	210419	1182
3	+	207722	208937	1216
4	+	3137321	3138536	1216
4	+	3138837	3140018	1182
4	+	3140523	3141747	1225
5	+	3396237	3397443	1207
5	+	3394551	3395732	1182
5	+	3393035	3394250	1216
6	+	3698781	3699996	1216
7	-	576757	575542	1216
7	-	578511	577351	1161
8	-	3312216	3311001	1216
8	-	3313970	3312810	1161
8	-	3315654	3314474	1181
8	-	3317171	3315956	1216
9	+	2031348	2032572	1225
9	+	2028146	2029361	1216
9	+	2029662	2030843	1182
--------------------------------------------------------------------------------
Block #12
Seq_id	Strand	Start	End	Length
1	+	4308181	4310075	1895
1	+	4311037	4312931	1895
2	-	1249468	1247574	1895
2	-	1246612	1244718	1895
3	-	1631395	1629501	1895
3	-	1628539	1626645	1895
4	-	4557080	4555186	1895
4	-	4554224	4552330	1895
5	-	4136460	4134566	1895
5	-	4139316	4137422	1895
6	-	158811	156917	1895
6	-	155955	154061	1895
7	-	317224	315330	1895
7	-	320089	318195	1895
8	-	3055734	3053840	1895
8	-	3052878	3050984	1895
9	+	3379371	3381265	1895
9	+	3382227	3384121	1895
10	+	3368846	3370740	1895
10	+	3371702	3373596	1895
--------------------------------------------------------------------------------
Block #13
Seq_id	Strand	Start	End	Length
1	+	4393079	4395305	2227
1	+	4384260	4386306	2047
2	-	1173386	1171340	2047
2	-	1164567	1162341	2227
3	-	1546509	1544283	2227
3	-	1555328	1553282	2047
4	-	4472194	4469968	2227
4	-	4481013	4478967	2047
5	-	3806245	3804019	2227
5	-	3815064	3813018	2047
6	-	82736	80690	2047
6	-	73917	71871	2047
7	-	235210	232996	2215
7	-	244029	241983	2047
8	-	2970739	2968693	2047
8	-	2979558	2977512	2047
9	+	3464257	3466483	2227
9	+	3455438	3457484	2047
10	+	4311444	4313670	2227
10	+	4302625	4304671	2047
--------------------------------------------------------------------------------
Block #14
Seq_id	Strand	Start	End	Length
1	-	971983	968281	3703
1	+	1577627	1581329	3703
2	+	3062043	3065745	3703
2	+	2338755	2342457	3703
3	-	4013699	4009991	3709
3	+	4583681	4587383	3703
4	+	2850383	2854085	3703
4	-	2280293	2276585	3709
5	+	869923	873631	3709
5	+	331395	335097	3703
6	-	2826005	2822303	3703
6	-	3586364	3582662	3703
7	+	600678	604386	3709
7	-	1708906	1705198	3709
8	+	3773909	3777617	3709
8	+	3349131	3352839	3709
9	-	1171176	1167468	3709
9	+	1741207	1744909	3703
10	+	1973407	1977115	3709
10	+	514153	517853	3701
--------------------------------------------------------------------------------
Block #15
Seq_id	Strand	Start	End	Length
1	-	1585789	1581330	4460
1	+	963788	968280	4493
2	-	3070205	3065746	4460
2	-	2346950	2342458	4493
3	+	4005528	4009990	4463
3	-	4591876	4587384	4493
4	+	2272122	2276584	4463
4	-	2858578	2854086	4493
5	-	339590	335098	4493
5	-	878094	873632	4463
6	+	2817843	2822302	4460
6	+	3578169	3582661	4493
7	+	1700735	1705197	4463
7	-	608879	604387	4493
8	-	3782080	3777618	4463
8	-	3357332	3352840	4493
9	+	1163005	1167467	4463
9	-	1749402	1744910	4493
10	-	1981578	1977116	4463
10	-	525017	519815	5203
--------------------------------------------------------------------------------
Block #16
Seq_id	Strand	Start	End	Length
1	-	955410	953309	2102
1	+	1589064	1591165	2102
2	+	2355200	2357301	2102
2	+	3073480	3075581	2102
3	-	4002253	4000152	2102
3	+	4600097	4602198	2102
4	+	2866799	2868900	2102
4	-	2268847	2266746	2102
5	+	881369	883470	2102
5	+	347830	349931	2102
6	-	2814568	2812467	2102
6	-	3569918	3567817	2102
7	+	612154	614255	2102
7	-	1697460	1695359	2102
8	+	3785355	3787456	2102
8	+	3360607	3362708	2102
9	-	1159730	1157629	2102
9	+	1757623	1759724	2102
10	-	2229223	2227122	2102
--------------------------------------------------------------------------------
Block #17
Seq_id	Strand	Start	End	Length
1	+	1587336	1589063	1728
1	-	962241	959957	2285
2	+	2348497	2350781	2285
2	+	3071752	3073479	1728
3	-	4003981	4002254	1728
3	+	4593423	4595707	2285
4	-	2270575	2268848	1728
4	+	2860125	2862409	2285
5	+	879641	881368	1728
5	+	341137	343421	2285
6	-	2816296	2814569	1728
6	-	3576622	3574338	2285
7	-	1699188	1697461	1728
7	+	610426	612153	1728
8	+	3783627	3785354	1728
8	+	3358879	3360606	1728
9	+	1750949	1753233	2285
9	-	1161458	1159731	1728
10	-	2230951	2229224	1728
--------------------------------------------------------------------------------
Block #18
Seq_id	Strand	Start	End	Length
1	-	1587335	1585790	1546
1	+	962242	963787	1546
2	-	3071751	3070206	1546
2	-	2348496	2346951	1546
3	-	4593422	4591877	1546
3	+	4003982	4005527	1546
4	-	2860124	2858579	1546
4	+	2270576	2272121	1546
5	-	879640	878095	1546
5	-	341136	339591	1546
6	+	2816297	2817842	1546
6	+	3576623	3578168	1546
7	+	1699189	1700734	1546
7	-	610425	608880	1546
8	-	3783626	3782081	1546
8	-	3358878	3357333	1546
9	+	1161459	1163004	1546
9	-	1750948	1749403	1546
10	-	1983124	1981579	1546
--------------------------------------------------------------------------------
Block #19
Seq_id	Strand	Start	End	Length
1	+	2589120	2590136	1017
1	+	2585563	2586579	1017
2	+	4168870	4169886	1017
2	+	4172427	4173443	1017
3	-	2875533	2874517	1017
3	-	2879090	2878074	1017
4	-	1138744	1137728	1017
4	-	1142301	1141285	1017
5	+	2218930	2219946	1017
5	+	2222487	2223503	1017
6	-	1772074	1771058	1017
6	-	1768517	1767501	1017
7	+	2142978	2143994	1017
7	+	2139421	2140437	1017
8	+	364551	365567	1017
8	+	360994	362010	1017
9	-	140818	139802	1017
9	-	137261	136245	1017
--------------------------------------------------------------------------------
Block #20
Seq_id	Strand	Start	End	Length
1	+	955411	956751	1341
1	+	949702	951649	1948
2	-	2355199	2353967	1233
2	-	2360908	2358961	1948
3	-	4605805	4603858	1948
3	-	4600096	4598864	1233
4	-	2872507	2870560	1948
4	-	2866798	2865566	1233
5	-	353538	351591	1948
5	-	347829	346597	1233
6	+	3564210	3566157	1948
6	+	3569919	3571151	1233
7	-	617862	615915	1948
8	-	3366315	3364368	1948
9	-	1757622	1756390	1233
9	-	1763331	1761384	1948
10	-	529317	527370	1948
--------------------------------------------------------------------------------
Block #21
Seq_id	Strand	Start	End	Length
1	-	1018221	1016223	1999
1	-	1021685	1019751	1935
2	+	2289049	2290983	1935
2	+	2292513	2294511	1999
3	+	4537407	4539405	1999
3	+	4533944	4535878	1935
4	+	2800645	2802579	1935
4	+	2804108	2806106	1999
5	-	3725145	3723147	1999
5	-	3729320	3727386	1935
6	-	3632592	3630594	1999
6	-	3636056	3634209	1848
9	+	1694932	1696930	1999
9	+	1691469	1693403	1935
10	+	3890934	3892868	1935
10	+	3895109	3897106	1998
--------------------------------------------------------------------------------
Block #22
Seq_id	Strand	Start	End	Length
1	-	2812635	2811453	1183
2	-	4395940	4394758	1183
3	+	2973587	2974727	1141
4	+	1236797	1237937	1141
5	-	2441871	2440842	1030
5	-	1954121	1952981	1141
7	+	850822	851962	1141
8	-	102546	101407	1140
9	+	235315	236455	1141
10	-	1694240	1693101	1140
--------------------------------------------------------------------------------
Block #23
Seq_id	Strand	Start	End	Length
1	+	1727646	1729130	1485
2	+	3212062	3213546	1485
3	-	3696576	3695092	1485
4	-	1963157	1961673	1485
5	+	1254329	1255813	1485
6	-	2675959	2674475	1485
7	-	1559013	1557903	1111
8	+	3923804	3924914	1111
9	-	854037	852553	1485
10	+	2369587	2371071	1485
--------------------------------------------------------------------------------
Block #24
Seq_id	Strand	Start	End	Length
1	+	516293	517694	1402
2	-	1956056	1954655	1402
3	+	486493	487894	1402
3	+	3376812	3377999	1188
4	+	1643387	1644573	1187
4	+	3416093	3417494	1402
5	-	4599286	4597885	1402
6	+	3971018	3972419	1402
9	+	2306902	2308303	1402
9	+	633139	634326	1188
10	+	3192644	3194044	1401
--------------------------------------------------------------------------------
Block #25
Seq_id	Strand	Start	End	Length
1	+	4459814	4461033	1220
2	+	1438955	1440174	1220
3	+	997113	998332	1220
4	+	3924766	3925985	1220
5	-	11634	10415	1220
6	+	4552875	4554094	1220
7	+	4473720	4474939	1220
8	+	1965270	1966489	1220
9	+	2818273	2819492	1220
10	-	1221	1	1221
10	+	3500867	3502086	1220
--------------------------------------------------------------------------------
Block #26
Seq_id	Strand	Start	End	Length
1	+	2110203	2125206	15004
2	+	3695476	3710479	15004
3	+	3076467	3091483	15017
4	+	1339673	1354675	15003
5	-	1851724	1836673	15052
6	-	2249109	2234092	15018
7	+	953748	968802	15055
8	-	4528383	4513280	15104
9	+	338191	353193	15003
10	+	1475324	1490385	15062
--------------------------------------------------------------------------------
Block #27
Seq_id	Strand	Start	End	Length
1	-	2516630	2508774	7857
2	-	4101903	4094047	7857
3	-	3835174	3827318	7857
4	+	2115788	2123644	7857
5	-	2147833	2139977	7857
6	+	1839102	1846958	7857
7	-	2073616	2065760	7857
8	-	293811	285955	7857
9	-	992651	984795	7857
10	-	1889147	1881291	7857
--------------------------------------------------------------------------------
Block #28
Seq_id	Strand	Start	End	Length
1	-	3691205	3685416	5790
2	-	670379	664590	5790
3	+	1761758	1767547	5790
4	+	27928	33717	5790
5	-	3333281	3327492	5790
6	+	661850	667639	5790
7	-	3759907	3754118	5790
8	+	2455396	2461185	5790
9	+	3582807	3588596	5790
10	+	4331286	4337075	5790
--------------------------------------------------------------------------------
Block #29
Seq_id	Strand	Start	End	Length
1	+	2761325	2766308	4984
2	+	4344630	4349613	4984
3	-	2380778	2375795	4984
4	-	643934	638951	4984
5	+	2391006	2395989	4984
6	-	1596294	1591311	4984
7	+	2311496	2316479	4984
8	+	533054	538037	4984
9	-	4198767	4193784	4984
10	+	1345430	1350413	4984
--------------------------------------------------------------------------------
Block #30
Seq_id	Strand	Start	End	Length
1	-	2651297	2649751	1547
2	-	4234603	4233057	1547
3	-	2814838	2813292	1547
4	-	1078047	1076501	1547
5	+	2278518	2280064	1547
6	+	1706340	1707886	1547
7	+	2201697	2203243	1547
8	+	423270	424816	1547
9	-	76565	75019	1547
10	+	1233060	1234606	1547
--------------------------------------------------------------------------------
Block #31
Seq_id	Strand	Start	End	Length
1	-	992696	971984	20713
2	+	2318042	2338754	20713
3	+	4562963	4583680	20718
4	+	2829665	2850382	20718
5	+	310682	331394	20713
6	-	3607059	3586365	20695
7	+	579982	600677	20696
8	+	3328435	3349130	20696
9	+	1720489	1741206	20718
10	+	493440	514152	20713
--------------------------------------------------------------------------------
Block #32
Seq_id	Strand	Start	End	Length
1	+	1847077	1876823	29747
2	+	3331507	3361271	29765
3	-	3577118	3547390	29729
4	-	1843699	1813971	29729
5	+	1377660	1407389	29730
6	-	2554509	2524754	29756
7	-	1441603	1411889	29715
8	+	4041208	4070922	29715
9	-	732650	702922	29729
10	+	2581000	2610737	29738
--------------------------------------------------------------------------------
Block #33
Seq_id	Strand	Start	End	Length
1	-	4415775	4414618	1158
2	-	1394916	1393759	1158
9	+	3344842	3345999	1158
10	+	231974	233131	1158
--------------------------------------------------------------------------------
Block #34
Seq_id	Strand	Start	End	Length
1	+	2651298	2684293	32996
2	+	4234604	4267599	32996
3	-	2813287	2780299	32989
4	-	1076496	1043508	32989
5	+	2280069	2312667	32599
6	-	1706339	1673357	32983
7	+	2203248	2235824	32577
8	+	424821	457390	32570
9	-	75014	42026	32989
10	+	1234611	1267248	32638
--------------------------------------------------------------------------------
Block #35
Seq_id	Strand	Start	End	Length
1	+	3179578	3188325	8748
2	+	157419	166166	8748
3	+	2771606	2779229	7624
4	+	1034815	1042438	7624
5	+	2815921	2823544	7624
6	-	1175651	1166904	8748
7	+	3033915	3041951	8037
8	+	1253834	1261870	8037
9	+	33359	40955	7597
10	+	2804926	2812549	7624
--------------------------------------------------------------------------------
Block #36
Seq_id	Strand	Start	End	Length
1	-	3935559	3904263	31297
2	-	914744	883447	31298
3	+	1452603	1483899	31297
4	+	4378288	4409584	31297
5	-	4069055	4037759	31297
6	+	417471	448767	31297
7	-	4315781	4285189	30593
8	-	1807333	1776741	30593
9	+	3271674	3302970	31297
10	-	4435820	4404524	31297
--------------------------------------------------------------------------------
Block #37
Seq_id	Strand	Start	End	Length
1	+	3811941	3828875	16935
2	+	791118	808059	16942
3	+	676374	693280	16907
4	+	3605974	3622880	16907
5	+	4462333	4479295	16963
6	-	541111	524159	16953
7	+	4192897	4209824	16928
8	-	2273789	2256868	16922
9	+	2496783	2513689	16907
10	+	3247473	3265104	17632
--------------------------------------------------------------------------------
Block #38
Seq_id	Strand	Start	End	Length
1	-	2098479	2096576	1904
2	-	3683752	3681849	1904
3	+	3221520	3223414	1895
4	+	1488059	1489953	1895
5	-	1722159	1720265	1895
6	+	2260921	2262815	1895
7	+	1084713	1086990	2278
8	-	4397331	4395054	2278
9	+	477837	479740	1904
10	-	1452607	1450713	1895
--------------------------------------------------------------------------------
Block #39
Seq_id	Strand	Start	End	Length
1	+	55673	83368	27696
2	+	1538301	1565996	27696
3	+	1098427	1126122	27696
4	+	4024121	4051816	27696
5	-	4659280	4631433	27848
6	-	4504357	4476630	27728
7	-	4356594	4328904	27691
8	-	1848162	1820472	27691
9	+	2917627	2945322	27696
10	-	154817	127148	27670
--------------------------------------------------------------------------------
Block #40
Seq_id	Strand	Start	End	Length
1	+	3146301	3151138	4838
2	+	124152	128989	4838
3	+	2738263	2743100	4838
4	+	1001483	1006320	4838
5	+	2780907	2785743	4837
6	-	1208940	1204103	4838
7	+	3000458	3005310	4853
8	+	1220397	1225249	4853
9	+	1	4838	4838
10	+	2769683	2774520	4838
--------------------------------------------------------------------------------
Block #41
Seq_id	Strand	Start	End	Length
1	+	2312708	2326377	13670
2	+	3897986	3911655	13670
3	-	2987812	2974728	13085
4	-	1251021	1237938	13084
5	+	1939716	1952980	13265
6	-	2044606	2031050	13557
7	-	865046	851963	13084
8	+	88323	101406	13084
9	-	249539	236456	13084
10	+	1679307	1693100	13794
--------------------------------------------------------------------------------
Block #42
Seq_id	Strand	Start	End	Length
1	-	502421	493700	8722
2	+	1969928	1978649	8722
3	-	472621	463900	8722
4	-	3402221	3393500	8722
5	-	4028231	4019519	8713
6	-	3957146	3948425	8722
7	-	3565550	3556829	8722
8	+	2649617	2658338	8722
9	-	2293030	2284309	8722
10	-	3176813	3168092	8722
--------------------------------------------------------------------------------
Block #43
Seq_id	Strand	Start	End	Length
1	+	2252142	2277828	25687
2	+	3837417	3863106	25690
3	-	3055625	3029954	25672
4	-	1318831	1293160	25672
5	+	1874410	1900068	25659
6	-	2107120	2081438	25683
7	-	932894	907223	25672
8	+	20853	46524	25672
9	-	317350	291679	25672
10	+	1609545	1635212	25668
--------------------------------------------------------------------------------
Block #44
Seq_id	Strand	Start	End	Length
1	-	7570	1	7570
2	-	1490198	1482629	7570
3	-	1047900	1040787	7114
4	-	3976009	3968440	7570
5	+	4660722	4668291	7570
6	-	7570	1	7570
7	-	7606	34	7573
8	-	2016514	2008944	7571
9	-	2869516	2861947	7570
10	-	3551913	3544525	7389
--------------------------------------------------------------------------------
Block #45
Seq_id	Strand	Start	End	Length
1	-	1095421	1086209	9213
2	-	2579762	2570550	9213
3	+	4507524	4516736	9213
4	+	2774227	2783439	9213
5	-	576985	567773	9213
6	+	3341398	3350608	9211
7	+	1895724	1904936	9213
8	-	3587005	3577793	9213
9	+	1665049	1674261	9213
10	-	754859	745647	9213
--------------------------------------------------------------------------------
Block #46
Seq_id	Strand	Start	End	Length
1	+	502422	516292	13871
2	-	1969927	1956057	13871
3	+	472622	486492	13871
4	+	3402222	3416092	13871
5	-	4613157	4599287	13871
6	+	3957147	3971017	13871
7	+	3565551	3579427	13877
8	-	2649616	2635740	13877
9	+	2293031	2306901	13871
10	+	3176814	3190689	13876
--------------------------------------------------------------------------------
Block #47
Seq_id	Strand	Start	End	Length
1	-	1636454	1616790	19665
2	-	3120870	3101206	19665
3	+	3954848	3974527	19680
4	+	2221442	2241121	19680
5	-	928759	909095	19665
6	+	2767180	2786844	19665
7	+	1651399	1671469	20071
8	-	3831417	3811346	20072
9	+	1112325	1132004	19680
10	+	2179875	2199538	19664
--------------------------------------------------------------------------------
Block #48
Seq_id	Strand	Start	End	Length
1	-	1305081	1299191	5891
2	-	2789487	2783597	5891
3	+	4287145	4292748	5604
4	+	2553780	2559383	5604
5	-	1086343	1080454	5890
6	+	3100534	3106423	5890
7	+	2808845	2814396	5552
8	+	1028852	1034403	5552
9	+	1444612	1450215	5604
10	+	2016425	2022314	5890
--------------------------------------------------------------------------------
Block #49
Seq_id	Strand	Start	End	Length
1	-	1768091	1752014	16078
2	-	3252521	3236431	16091
3	+	3656105	3672196	16092
4	+	1922686	1938777	16092
5	-	1294783	1278692	16092
6	+	2633504	2649594	16091
7	+	1520016	1536195	16180
8	-	3962795	3946615	16181
9	+	811605	827696	16092
10	-	2662810	2646719	16092
--------------------------------------------------------------------------------
Block #50
Seq_id	Strand	Start	End	Length
1	-	953308	951650	1659
2	+	2357302	2358960	1659
3	+	4602199	4603857	1659
4	+	2868901	2870559	1659
5	+	349932	351590	1659
6	-	3567816	3566158	1659
7	+	614256	615914	1659
8	+	3362709	3364367	1659
9	+	1759725	1761383	1659
10	+	525711	527369	1659
--------------------------------------------------------------------------------
Block #51
Seq_id	Strand	Start	End	Length
1	+	645188	672087	26900
2	+	2129739	2156638	26900
3	-	308909	281976	26934
4	-	3238499	3211566	26934
5	-	3494813	3467880	26934
6	-	3795375	3768476	26900
7	+	480594	507122	26529
8	+	3216041	3242569	26529
9	-	2129324	2102391	26934
10	-	4365963	4339030	26934
--------------------------------------------------------------------------------
Block #52
Seq_id	Strand	Start	End	Length
1	-	2215287	2150479	64809
2	-	3800561	3735752	64810
3	-	3194771	3130107	64665
4	-	1461309	1396645	64665
5	+	1748916	1813571	64656
6	+	2144000	2208819	64820
7	-	1059922	994678	65245
8	+	4422122	4487385	65264
9	-	451085	386421	64665
10	-	1580832	1516158	64675
--------------------------------------------------------------------------------
Block #53
Seq_id	Strand	Start	End	Length
1	-	4308180	4302728	5453
2	+	1249469	1254921	5453
3	+	1631396	1636848	5453
4	+	4557081	4562533	5453
5	+	4139317	4144769	5453
6	+	158812	164264	5453
7	+	320090	325542	5453
8	+	3055735	3061208	5474
9	-	3379370	3373918	5453
10	-	3368845	3363432	5414
--------------------------------------------------------------------------------
Block #54
Seq_id	Strand	Start	End	Length
1	-	2312024	2310443	1582
2	-	3897302	3895721	1582
3	+	2988496	2990077	1582
4	+	1251705	1253286	1582
5	-	1938976	1937395	1582
6	+	2045290	2046871	1582
7	+	865730	867311	1582
8	-	87639	86058	1582
9	+	250223	251804	1582
10	-	1676664	1675083	1582
--------------------------------------------------------------------------------
Block #55
Seq_id	Strand	Start	End	Length
1	-	2240088	2221830	18259
2	-	3825363	3807104	18260
3	-	3219565	3201313	18253
4	-	1486104	1467852	18253
5	+	1724114	1742373	18260
6	+	2119198	2137457	18260
7	-	1084712	1066459	18254
8	+	4397332	4415585	18254
9	-	475881	457629	18253
10	-	1607591	1589333	18259
--------------------------------------------------------------------------------
Block #56
Seq_id	Strand	Start	End	Length
1	-	4459813	4457433	2381
2	-	1438954	1436574	2381
3	-	997112	994732	2381
4	-	3924765	3922385	2381
5	+	11635	14018	2384
6	-	4552874	4550494	2381
7	-	4473719	4471339	2381
8	-	1965269	1962889	2381
9	-	2818272	2815892	2381
10	-	3498907	3496524	2384
--------------------------------------------------------------------------------
Block #57
Seq_id	Strand	Start	End	Length
1	+	3211701	3223131	11431
2	+	189541	200971	11431
3	-	2523971	2512541	11431
4	-	787117	775687	11431
5	+	2848656	2860086	11431
6	-	1143528	1132098	11431
7	+	3065269	3076699	11431
8	+	1285187	1296617	11431
9	-	4341969	4330539	11431
10	+	2837661	2849090	11430
--------------------------------------------------------------------------------
Block #58
Seq_id	Strand	Start	End	Length
1	+	1095422	1105394	9973
2	+	2579763	2589735	9973
3	-	4507523	4497551	9973
4	-	2774226	2764254	9973
5	+	576986	586957	9972
6	-	3341397	3331425	9973
7	-	1893856	1883678	10179
8	+	3588961	3599139	10179
9	-	1665048	1655076	9973
10	+	754860	764831	9972
--------------------------------------------------------------------------------
Block #59
Seq_id	Strand	Start	End	Length
1	-	3414219	3377148	37072
2	-	393306	356235	37072
3	+	2041130	2078183	37054
4	+	306062	343115	37054
5	-	3055042	3018181	36862
6	+	938892	975971	37080
7	-	3268348	3230767	37582
8	-	1488255	1450674	37582
9	+	3860796	3897849	37054
10	-	3050786	3013918	36869
--------------------------------------------------------------------------------
Block #60
Seq_id	Strand	Start	End	Length
1	+	3692647	3719156	26510
2	+	671821	698330	26510
3	-	1760316	1733831	26486
4	-	26486	1	26486
5	+	58198	84683	26486
6	-	660408	633900	26509
7	+	4073709	4100219	26511
8	+	1555006	1581516	26511
9	-	3581365	3554879	26487
10	+	236272	262757	26486
--------------------------------------------------------------------------------
Block #61
Seq_id	Strand	Start	End	Length
1	+	3806694	3811940	5247
2	+	785871	791117	5247
3	+	671127	676373	5247
4	+	3600727	3605973	5247
5	+	4457087	4462332	5246
6	-	546358	541112	5247
7	+	4187650	4192896	5247
8	-	2279054	2273790	5265
9	+	2491536	2496782	5247
10	+	3812138	3817384	5247
--------------------------------------------------------------------------------
Block #62
Seq_id	Strand	Start	End	Length
1	-	3472950	3468505	4446
2	-	452037	447592	4446
3	+	1982197	1986836	4640
4	+	246428	250272	3845
5	+	3167992	3172448	4457
6	-	869061	864605	4457
7	+	3471631	3475356	3726
8	+	2882678	2886311	3634
9	+	3801331	3805003	3673
10	-	4165165	4161504	3662
--------------------------------------------------------------------------------
Block #63
Seq_id	Strand	Start	End	Length
1	+	1502206	1540929	38724
2	+	2986622	3025345	38724
3	-	4089015	4050327	38689
4	-	2355611	2316923	38689
5	+	792567	831265	38699
6	-	2901390	2862703	38688
7	-	2613347	2574650	38698
8	-	834905	796192	38714
9	-	1246484	1207805	38680
10	-	2412691	2374012	38680
--------------------------------------------------------------------------------
Block #64
Seq_id	Strand	Start	End	Length
1	+	1305082	1336437	31356
2	+	2789488	2820843	31356
3	-	4285770	4254809	30962
4	-	2552405	2521444	30962
5	+	1086464	1117658	31195
6	-	3100533	3069178	31356
7	-	2808844	2777813	31032
8	-	1028851	997805	31047
9	-	1443237	1412294	30944
10	-	2016424	1985085	31340
--------------------------------------------------------------------------------
Block #65
Seq_id	Strand	Start	End	Length
1	-	3468504	3461856	6649
2	-	447591	440943	6649
3	+	1986837	1993485	6649
4	+	251647	258427	6781
5	+	3172449	3179097	6649
6	-	864604	858663	5942
7	+	3475357	3481380	6024
8	+	2886312	2892335	6024
9	+	3806378	3813158	6781
10	-	4160129	4153349	6781
--------------------------------------------------------------------------------
Block #66
Seq_id	Strand	Start	End	Length
1	-	3341334	3335089	6246
2	-	321878	314927	6952
3	+	2115352	2122342	6991
4	+	380284	387275	6992
5	-	2980267	2974013	6255
6	+	1012429	1019420	6992
7	-	3196289	3189299	6991
8	-	1416199	1409209	6991
9	+	3935525	3942008	6484
10	-	2972184	2964990	7195
--------------------------------------------------------------------------------
Block #67
Seq_id	Strand	Start	End	Length
1	-	4047751	4032886	14866
2	-	1026905	1012040	14866
3	+	1340326	1355191	14866
4	+	4264069	4278934	14866
5	+	202951	218171	15221
6	+	305319	320184	14866
7	-	3980131	3965266	14866
8	-	1713050	1697830	15221
9	+	3159535	3174400	14866
10	+	382377	397003	14627
--------------------------------------------------------------------------------
Block #68
Seq_id	Strand	Start	End	Length
1	+	3414220	3415920	1701
2	+	393307	395007	1701
3	-	2041120	2039420	1701
4	-	306061	304361	1701
5	+	3055043	3056743	1701
6	-	938891	937191	1701
7	+	3275236	3277042	1807
8	+	1495143	1496949	1807
9	-	3860795	3859095	1701
10	+	3050787	3052478	1692
--------------------------------------------------------------------------------
Block #69
Seq_id	Strand	Start	End	Length
1	+	2921569	2948884	27316
2	+	4504869	4532184	27316
3	-	2495194	2467899	27296
4	-	758340	731045	27296
5	+	2554709	2582024	27316
6	-	1432293	1404978	27316
7	+	2471358	2498675	27318
8	+	692880	720197	27318
9	-	4313192	4285897	27296
10	-	989945	962630	27316
--------------------------------------------------------------------------------
Block #70
Seq_id	Strand	Start	End	Length
1	-	3022154	3007149	15006
2	-	4605437	4590432	15006
3	+	2395735	2410740	15006
4	+	658890	673894	15005
5	-	2653491	2638486	15006
6	+	1333086	1348091	15006
7	-	2572195	2557175	15021
8	-	793737	778699	15039
9	+	4213724	4228729	15006
10	+	889176	904181	15006
--------------------------------------------------------------------------------
Block #71
Seq_id	Strand	Start	End	Length
1	+	3367078	3376529	9452
2	+	346165	355616	9452
3	-	2088311	2078802	9510
4	-	353243	343734	9510
5	+	3008053	3017562	9510
6	-	988058	978549	9510
7	+	3220639	3230148	9510
8	+	1440546	1450055	9510
9	-	3907977	3898468	9510
10	+	3001689	3011339	9651
--------------------------------------------------------------------------------
Block #72
Seq_id	Strand	Start	End	Length
1	-	1752013	1746989	5025
2	-	3236430	3231406	5025
3	+	3672197	3677220	5024
4	+	1938778	1943801	5024
5	-	1278691	1273668	5024
6	-	2672514	2667490	5025
7	+	1536196	1541219	5024
8	-	3946614	3941591	5024
9	+	827697	832718	5022
10	-	2646718	2642433	4286
--------------------------------------------------------------------------------
Block #73
Seq_id	Strand	Start	End	Length
1	-	712897	703207	9691
2	-	2197412	2187758	9655
3	+	240501	249399	8899
4	+	3170100	3178989	8890
5	+	3427098	3436733	9636
6	+	3727692	3737354	9663
7	-	547867	538241	9627
8	-	3283314	3273688	9627
9	+	2060925	2069814	8890
10	-	4266747	4257872	8876
--------------------------------------------------------------------------------
Block #74
Seq_id	Strand	Start	End	Length
1	-	900521	894772	5750
2	+	2410089	2415838	5750
3	+	4656916	4662665	5750
4	+	2923616	2929365	5750
5	+	403380	409129	5750
6	-	3513100	3507351	5750
7	+	667009	672758	5750
8	+	3415461	3421210	5750
9	+	1814441	1820190	5750
10	+	579178	584927	5750
--------------------------------------------------------------------------------
Block #75
Seq_id	Strand	Start	End	Length
1	-	3277202	3223132	54071
2	-	255041	200972	54070
3	+	2182189	2236986	54798
4	+	447122	501934	54813
5	-	2914170	2860087	54084
6	+	1078018	1132097	54080
7	-	3130641	3076700	53942
8	-	1350575	1296618	53958
9	+	4001855	4056647	54793
10	-	2903174	2849091	54084
--------------------------------------------------------------------------------
Block #76
Seq_id	Strand	Start	End	Length
1	-	1925861	1915530	10332
2	-	3511105	3500774	10332
3	+	3397501	3407832	10332
4	+	1664075	1674406	10332
5	-	1559201	1548871	10331
6	+	2433505	2443836	10332
7	+	1259242	1269573	10332
8	-	4223571	4213240	10332
9	+	653828	664159	10332
10	-	1115073	1104743	10331
--------------------------------------------------------------------------------
Block #77
Seq_id	Strand	Start	End	Length
1	+	4464024	4469488	5465
2	+	1443165	1448629	5465
3	+	1001323	1006787	5465
4	+	3928976	3934440	5465
5	-	5465	1	5465
6	+	4557085	4562549	5465
7	+	4477930	4483379	5450
8	+	1969480	1974944	5465
9	+	2822483	2827947	5465
10	+	3505077	3510526	5450
--------------------------------------------------------------------------------
Block #78
Seq_id	Strand	Start	End	Length
